,LATITUDE,LONGITUDE,SIO2,NA2O,K2O,CAO,FEO,MGO,MATERIAL,SAMPLE ID
1180,-0.9233,-91.4078,48.73,2.81,0.48,13.03,,7.72,WR,PETDB-2800-CA-49
1181,-0.9233,-91.4078,48.13,2.86,0.58,7.12,11.19,0.18,WR,PETDB-2801-01
1182,-0.9233,-91.4078,48.29,2.62,0.52,8.02,10.57,0.18,WR,PETDB-2801-05
1183,-0.9233,-91.4078,47.78,2.61,0.5,7.78,10.35,0.17,WR,PETDB-2801-07
1184,-0.9233,-91.4078,48.12,2.7,0.53,7.42,10.51,0.17,WR,PETDB-2801-14D
1185,-0.9233,-91.4078,47.65,2.53,0.48,8.21,9.97,0.17,WR,PETDB-2801-14E
1186,-0.9233,-91.4078,47.65,2.05,0.36,12.11,9.39,0.15,WR,PETDB-2801-16
1187,-0.9233,-91.4078,49.25,2.7,0.55,7.31,10.35,0.18,WR,PETDB-2801-43
1188,-0.9233,-91.4078,48.81,2.86,0.55,6.78,10.77,0.19,WR,PETDB-2801-45B
1189,-0.9233,-91.4078,48.85,2.92,0.61,6.65,10.88,0.19,WR,PETDB-2801-48B
1190,-0.9233,-91.4078,48.37,3.41,0.69,6.28,11.47,0.19,WR,PETDB-2801-TN-CA28
3592,-0.9233,-91.4078,49.72,2.75,0.43,11.97,,7.08,WR,PETDB-2800-CA-02
3593,-0.9233,-91.4078,49.15,2.84,0.46,12.62,,7.26,WR,PETDB-2800-CA-03
3594,-0.9233,-91.4078,49.79,2.66,0.41,12.1,,7.1,WR,PETDB-2800-CA-10
3595,-0.9233,-91.4078,48.36,3.74,0.79,10.28,,5.48,WR,PETDB-2800-CA-11
3596,-0.9233,-91.4078,50.1,2.43,0.39,12.3,,7.21,WR,PETDB-2800-CA-26
3597,-0.9233,-91.4078,49.71,2.54,0.39,12.56,,7.65,WR,PETDB-2800-CA-28
3598,-0.9233,-91.4078,49.69,3.9,0.96,8.98,,4.7,WR,PETDB-2800-CA-30
3599,-0.9233,-91.4078,49.19,3.39,0.67,10.88,,6.17,WR,PETDB-2800-CA-36
3601,-0.9233,-91.4078,49.68,2.65,0.49,11.73,,8.39,WR,PETDB-2800-CA-46
3602,-0.9233,-91.4078,48.22,2.34,0.35,6.31,11.21,0.15,WR,PETDB-2801-02
3603,-0.9233,-91.4078,48.36,2.64,0.52,7.88,10.57,0.17,WR,PETDB-2801-06
3604,-0.9233,-91.4078,48.36,2.71,0.53,7.6,10.43,0.17,WR,PETDB-2801-08
3605,-0.9233,-91.4078,48.01,2.67,0.52,7.47,10.26,0.17,WR,PETDB-2801-09
3606,-0.9233,-91.4078,48.2,2.59,0.49,7.87,10.25,0.17,WR,PETDB-2801-10
3607,-0.9233,-91.4078,48.19,2.51,0.47,8.49,9.92,0.16,WR,PETDB-2801-11
3608,-0.9233,-91.4078,47.81,2.3,0.44,10.12,9.37,0.16,WR,PETDB-2801-14
3609,-0.9233,-91.4078,48.17,2.73,0.53,7.42,10.46,0.17,WR,PETDB-2801-14C
3610,-0.9233,-91.4078,47.65,2.04,0.36,14.11,9.33,0.16,WR,PETDB-2801-1979
3611,-0.9233,-91.4078,46.96,1.95,0.35,12.59,9.32,0.15,WR,PETDB-2801-41A
3612,-0.9233,-91.4078,48.41,2.23,0.39,11.43,8.93,0.15,WR,PETDB-2801-42
3613,-0.9233,-91.4078,48.87,2.6,0.53,9.33,10.29,0.18,WR,PETDB-2801-44
3614,-0.9233,-91.4078,47.12,1.98,0.36,11.61,8.91,0.15,WR,PETDB-2801-45A
3615,-0.9233,-91.4078,47.65,2,0.36,12.5,9.23,0.15,WR,PETDB-2801-46
3616,-0.9233,-91.4078,47.74,2.02,0.36,12.4,9.11,0.16,WR,PETDB-2801-47
3617,-0.9233,-91.4078,48.7,2.9,0.6,6.67,11.09,0.19,WR,PETDB-2801-49
3618,-0.9233,-91.4078,47.79,2.03,0.37,11.69,9.18,0.15,WR,PETDB-2801-50
3619,-0.9233,-91.4078,48.41,2.65,0.54,7.24,9.91,0.17,WR,PETDB-2801-52
3620,-0.9233,-91.4078,47.31,1.91,0.35,12.45,8.97,0.15,WR,PETDB-2801-53
3621,-0.9233,-91.4078,47.44,1.93,0.35,12.91,9.37,0.16,WR,PETDB-2801-54
1191,-0.02,-91.546,48.83,3.41,0.75,10.6,11.16,6.19,WR,PETDB-2801-E95-004
1192,-0.02,-91.546,50.35,3.15,0.66,11.03,10.42,6.41,WR,PETDB-2801-E95-005
1193,-0.02,-91.546,48.76,3.09,0.58,11.33,9.99,6.13,WR,PETDB-2801-E95-007
1194,-0.02,-91.546,48.16,2.76,0.54,11.1,10.66,8.24,WR,PETDB-2801-E95-009
1195,-0.02,-91.546,47.41,2.99,0.63,10.13,10.79,9.36,WR,PETDB-2801-E95-010
1196,-0.02,-91.546,49.63,3.15,0.64,11.01,10.91,6.52,WR,PETDB-2801-E95-012
1197,-0.02,-91.546,47.24,2.94,0.64,9.8,11.19,9.61,WR,PETDB-2801-E95-014
1198,-0.02,-91.546,49.2,3.33,0.61,11.36,10.06,5.79,WR,PETDB-2801-E95-016
1199,-0.02,-91.546,48.33,3,0.63,9.91,10.74,9.59,WR,PETDB-2801-E95-022
1200,-0.02,-91.546,48.7,3.29,0.63,11.31,10.63,5.81,WR,PETDB-2801-E95-025
1201,-0.02,-91.546,50.15,3.43,0.77,10.55,11.69,5.94,WR,PETDB-2801-E95-026
1202,-0.02,-91.546,49.22,3.14,0.56,10.59,11.32,7.15,WR,PETDB-2801-E97-002
1203,-0.02,-91.546,49.5,2.94,0.66,10.86,11.57,6.41,WR,PETDB-2801-E97-003
1204,-0.02,-91.546,49.03,3.1,0.68,10.66,11.36,6.34,WR,PETDB-2801-E97-006
1205,-0.02,-91.546,49.25,3.02,0.56,10.83,10.91,6.89,WR,PETDB-2801-E97-007
1206,-0.02,-91.546,50.06,3.55,0.74,10.62,11.61,6.13,WR,PETDB-2801-E97-008
1207,-0.02,-91.546,49.98,2.95,0.57,11.4,9.91,5.34,WR,PETDB-2801-E97-009
1208,-0.02,-91.546,49.41,3.53,0.67,11.47,9.56,5.73,WR,PETDB-2801-E97-010
1209,-0.02,-91.546,50.21,3.04,0.62,10.9,10.29,6.04,WR,PETDB-2801-E97-011
1210,-0.02,-91.546,49.64,3.41,0.84,9.97,11.67,5.7,WR,PETDB-2801-E97-020
1211,-0.02,-91.546,48.71,3.43,0.72,10.53,11.59,6.07,WR,PETDB-2801-E97-021
1212,-0.02,-91.546,49.64,2.85,0.57,11.35,11.02,6.83,WR,PETDB-2801-E97-022
1213,-0.02,-91.546,49.3,3.11,0.69,10.67,11.39,6.24,WR,PETDB-2801-E97-023
1214,-0.02,-91.546,49.26,3.02,0.68,10.64,11.35,6.37,WR,PETDB-2801-E97-024
1215,-0.02,-91.546,49.4,3.14,0.57,10.36,10.88,7.96,WR,PETDB-2801-E97-025
1216,-0.02,-91.546,49.15,3.31,0.75,10.63,11.01,6.16,WR,PETDB-2801-E97-029
1217,-0.02,-91.546,50.22,3.4,0.81,10.51,11.31,5.89,WR,PETDB-2801-E97-030
1218,-0.02,-91.546,49.96,3.48,0.82,10.27,11.21,5.89,WR,PETDB-2801-E97-032
1219,-0.02,-91.546,48.92,3.33,0.77,10.52,11.42,6.04,WR,PETDB-2801-E97-039
1220,-0.02,-91.546,49.45,3.71,0.84,10.56,11.62,5.78,WR,PETDB-2801-E97-041
1221,-0.02,-91.546,48.46,3.39,0.79,10.44,11.35,6.21,WR,PETDB-2801-E97-042
1222,-0.02,-91.546,48.97,3.43,0.79,10.61,11.64,6.0,WR,PETDB-2801-E97-045
1224,-0.02,-91.546,48.68,2.69,0.68,11.4,10.24,6.33,WR,PETDB-2801-E97-050
1225,-0.02,-91.546,49.12,3.09,0.58,11.61,9.65,5.44,WR,PETDB-2801-E97-054
1226,-0.02,-91.546,48.74,3.25,0.64,10.81,11.82,5.92,WR,PETDB-2801-E97-055
1227,-0.02,-91.546,49.48,2.9,0.56,11.56,11.92,5.93,WR,PETDB-2801-E97-056
1228,-0.02,-91.546,49.42,2.96,0.59,11.47,12.41,6.0,WR,PETDB-2801-E97-058
1229,-0.02,-91.546,48.77,2.68,0.46,11.82,10.04,6.47,WR,PETDB-2801-E97-059
1230,-0.02,-91.546,49.71,2.9,0.59,11.61,11.77,6.43,WR,PETDB-2801-E97-064
1231,-0.02,-91.546,49.76,2.73,0.47,11.85,9.83,6.67,WR,PETDB-2801-E97-066
1232,-0.02,-91.546,48.91,2.89,0.71,11.57,10.44,5.84,WR,PETDB-2801-E97-067
1233,-0.02,-91.546,49.55,3.48,0.74,10.82,10.87,4.78,WR,PETDB-2801-E97-068
1234,-0.02,-91.546,48.78,3.04,0.54,11.67,10.08,5.96,WR,PETDB-2801-E97-069
1235,-0.02,-91.546,48.99,3.17,0.63,10.96,11.61,6.22,WR,PETDB-2801-E97-070
1236,-0.02,-91.546,49.07,3.17,0.74,10.93,12.87,5.57,WR,PETDB-2801-E97-072
1237,-0.02,-91.546,50.01,2.97,0.61,11.76,10.7,5.7,WR,PETDB-2801-E97-073
1238,-0.02,-91.546,49.3,2.9,0.54,11.86,9.98,5.91,WR,PETDB-2801-E97-075
1239,-0.02,-91.546,49.44,2.91,0.55,11.47,10.07,5.78,WR,PETDB-2801-E97-076
1240,-0.02,-91.546,49.56,2.87,0.54,11.79,10.05,5.84,WR,PETDB-2801-E97-077
1241,-0.02,-91.546,48.69,3.38,0.74,10.84,10.71,5.36,WR,PETDB-2801-E97-081
1242,-0.02,-91.546,48.5,3.29,0.71,10.76,11.53,5.54,WR,PETDB-2801-E97-082
1243,-0.02,-91.546,48.97,3.29,0.64,10.88,10.43,5.41,WR,PETDB-2801-E97-083
1244,-0.02,-91.546,49.11,3.65,0.85,10.14,12.27,5.16,WR,PETDB-2801-E97-085
1245,-0.02,-91.546,50.17,3.48,0.67,10.0,12.76,5.31,WR,PETDB-2801-E97-087
1246,-0.02,-91.546,49.16,3.31,0.62,11.31,10.01,5.35,WR,PETDB-2801-E97-091
1247,-0.02,-91.546,49.22,3.43,0.71,10.97,11.07,5.33,WR,PETDB-2801-E97-093
1248,-0.02,-91.546,49.08,3.07,0.53,11.29,9.75,6.01,WR,PETDB-2801-E97-094
1249,-0.02,-91.546,49.68,3.27,0.72,11.04,11.67,5.79,WR,PETDB-2801-E97-095
1250,-0.02,-91.546,49.67,3.36,0.71,11.08,11.28,5.86,WR,PETDB-2801-E97-098
1251,-0.02,-91.546,49.49,3.4,0.7,11.2,10.64,5.54,WR,PETDB-2801-E97-100
1252,-0.02,-91.546,48.8,3.53,0.82,10.78,12.36,5.63,WR,PETDB-2801-E97-101
1253,-0.02,-91.546,48.52,3.21,0.62,11.05,10.31,6.81,WR,PETDB-2801-E97-102
1254,-0.02,-91.546,48.54,3.13,0.62,11.11,10.41,6.73,WR,PETDB-2801-E97-103
1255,-0.02,-91.546,49.85,3.26,0.76,10.6,11.88,5.98,WR,PETDB-2801-E97-107
1256,-0.02,-91.546,48.52,3.4,0.73,9.58,12.04,7.01,WR,PETDB-2801-E97-108
1257,-0.02,-91.546,48.69,3.32,0.68,10.62,10.57,5.98,WR,PETDB-2801-E97-109
1258,-0.02,-91.546,48.76,2.62,0.47,11.19,9.42,8.74,WR,PETDB-2801-E97-110
1259,-0.02,-91.546,48.69,3.11,0.69,11.59,11.55,5.67,WR,PETDB-2801-E97-112
1260,-0.02,-91.546,49.38,3.03,0.62,10.66,11.94,6.01,WR,PETDB-2801-E97-115
1262,-0.02,-91.546,48.31,3.33,0.64,11.57,10.2,6.05,WR,PETDB-2801-E97-133
3505,-0.02,-91.546,47.2,3.11,0.78,10.45,8.42,6.37,WR,PETDB-2748-E-056
3600,-0.02,-91.546,47.82,2.87,0.55,9.96,11.11,9.89,WR,PETDB-2801-E95-019
3622,-0.02,-91.546,48.28,2.42,0.4,9.85,10.93,13.05,WR,PETDB-2801-E95-001
3624,-0.02,-91.546,48.18,2.65,0.5,10.85,10.53,9.55,WR,PETDB-2801-E95-003
3625,-0.02,-91.546,48.87,3.64,0.76,10.71,11.48,5.83,WR,PETDB-2801-E95-006
3626,-0.02,-91.546,48.28,2.72,0.56,11.23,10.76,8.02,WR,PETDB-2801-E95-008
3627,-0.02,-91.546,47.68,2.99,0.61,10.18,10.69,9.39,WR,PETDB-2801-E95-011
3628,-0.02,-91.546,49.36,3.05,0.42,12.32,9.01,6.02,WR,PETDB-2801-E95-013
3629,-0.02,-91.546,49.48,3.24,0.69,10.94,10.9,6.29,WR,PETDB-2801-E95-015
3630,-0.02,-91.546,49.59,3.19,0.67,10.89,10.62,6.29,WR,PETDB-2801-E95-017
3631,-0.02,-91.546,48.5,3.45,0.77,10.61,10.93,6.16,WR,PETDB-2801-E95-018
3632,-0.02,-91.546,47.8,2.62,0.47,10.55,10.47,10.33,WR,PETDB-2801-E95-020
3633,-0.02,-91.546,48.67,2.79,0.53,10.84,10.56,8.95,WR,PETDB-2801-E95-021
3634,-0.02,-91.546,49.2,3.19,0.68,10.98,11.09,6.45,WR,PETDB-2801-E95-023
3635,-0.02,-91.546,49.11,3.65,0.68,10.43,12.0,5.67,WR,PETDB-2801-E95-024
3636,-0.02,-91.546,48.03,3.56,0.74,10.16,11.45,6.33,WR,PETDB-2801-E95-027
3637,-0.02,-91.546,48.92,3.24,0.76,10.49,11.44,6.35,WR,PETDB-2801-E97-001
3639,-0.02,-91.546,49.68,3.18,0.62,10.55,11.63,6.55,WR,PETDB-2801-E97-005
3640,-0.02,-91.546,50.08,3.9,0.68,9.76,11.22,5.53,WR,PETDB-2801-E97-012
3641,-0.02,-91.546,46.64,2.07,0.41,7.48,12.08,19.87,WR,PETDB-2801-E97-013
3642,-0.02,-91.546,49.55,3.56,0.69,10.75,11.34,6.06,WR,PETDB-2801-E97-014
3643,-0.02,-91.546,48.55,3.42,0.75,10.55,12.23,5.9,WR,PETDB-2801-E97-015
3644,-0.02,-91.546,49.45,3.43,0.65,10.56,11.09,6.59,WR,PETDB-2801-E97-016
3645,-0.02,-91.546,49.71,3.65,0.7,11.22,9.64,5.16,WR,PETDB-2801-E97-017
3646,-0.02,-91.546,49.02,3.33,0.51,9.34,10.39,9.22,WR,PETDB-2801-E97-018
3647,-0.02,-91.546,49.43,3.27,0.49,9.54,10.28,9.28,WR,PETDB-2801-E97-019
3648,-0.02,-91.546,49.31,3.04,0.57,10.34,10.74,8.87,WR,PETDB-2801-E97-026
3649,-0.02,-91.546,49.14,3.42,0.77,10.41,11.49,6.49,WR,PETDB-2801-E97-027
3650,-0.02,-91.546,49.03,3.48,0.78,10.46,11.44,6.03,WR,PETDB-2801-E97-028
3651,-0.02,-91.546,49.07,3.38,0.77,10.64,11.06,6.19,WR,PETDB-2801-E97-031
3652,-0.02,-91.546,48.35,2.74,0.65,10.05,10.69,6.36,WR,PETDB-2801-E97-033
3653,-0.02,-91.546,47.6,4.17,0.87,9.43,10.81,6.64,WR,PETDB-2801-E97-040
3654,-0.02,-91.546,48.6,3.53,0.79,10.52,11.84,6.02,WR,PETDB-2801-E97-043
3655,-0.02,-91.546,49.5,3.49,0.74,10.82,10.06,5.42,WR,PETDB-2801-E97-044
3656,-0.02,-91.546,50.28,2.98,0.64,10.79,10.85,6.03,WR,PETDB-2801-E97-046
3657,-0.02,-91.546,48.8,3.38,0.77,10.49,11.5,6.14,WR,PETDB-2801-E97-047
3658,-0.02,-91.546,48.61,3.2,0.65,11.15,11.88,5.74,WR,PETDB-2801-E97-049
3659,-0.02,-91.546,50.13,2.78,0.45,11.77,10.9,5.8,WR,PETDB-2801-E97-051
3660,-0.02,-91.546,50.18,2.78,0.45,11.86,10.48,5.74,WR,PETDB-2801-E97-052
3661,-0.02,-91.546,50.08,2.83,0.49,11.74,10.7,5.94,WR,PETDB-2801-E97-053
3662,-0.02,-91.546,49.68,2.9,0.56,11.62,11.77,5.79,WR,PETDB-2801-E97-057
3663,-0.02,-91.546,49.36,2.86,0.56,11.77,11.42,6.26,WR,PETDB-2801-E97-060
3664,-0.02,-91.546,49.38,2.84,0.54,11.93,10.95,6.07,WR,PETDB-2801-E97-061
3665,-0.02,-91.546,49.34,2.75,0.49,11.95,10.47,6.4,WR,PETDB-2801-E97-062
3666,-0.02,-91.546,49.68,2.77,0.49,11.74,10.75,6.49,WR,PETDB-2801-E97-063
3667,-0.02,-91.546,48.83,2.75,0.51,11.58,10.94,6.6,WR,PETDB-2801-E97-065
3668,-0.02,-91.546,49.74,3.42,0.71,10.65,11.62,5.72,WR,PETDB-2801-E97-071
3669,-0.02,-91.546,48.9,3.21,0.58,11.2,10.85,5.61,WR,PETDB-2801-E97-074
3670,-0.02,-91.546,49.19,3.54,0.75,11.06,10.31,4.98,WR,PETDB-2801-E97-079
3671,-0.02,-91.546,49.52,3.48,0.75,10.91,10.6,4.93,WR,PETDB-2801-E97-080
3672,-0.02,-91.546,48.36,3.13,0.66,10.44,10.8,6.1,WR,PETDB-2801-E97-084
3673,-0.02,-91.546,49.7,3.44,0.63,10.59,11.89,5.67,WR,PETDB-2801-E97-086
3674,-0.02,-91.546,49.82,2.92,0.55,11.56,10.9,5.48,WR,PETDB-2801-E97-088
3675,-0.02,-91.546,49.08,2.95,0.57,11.55,11.64,5.92,WR,PETDB-2801-E97-089
3676,-0.02,-91.546,48.27,3,0.54,11.41,12.24,6.16,WR,PETDB-2801-E97-090
3677,-0.02,-91.546,48.93,3.59,0.81,10.45,12.23,5.66,WR,PETDB-2801-E97-092
3678,-0.02,-91.546,49.33,3.39,0.74,11.04,11.51,6.02,WR,PETDB-2801-E97-096
3679,-0.02,-91.546,49.61,3.33,0.73,11.1,11.17,5.99,WR,PETDB-2801-E97-097
3680,-0.02,-91.546,49.2,3.2,0.69,11.02,11.34,5.93,WR,PETDB-2801-E97-099
3681,-0.02,-91.546,49.69,3.16,0.73,10.68,11.69,6.0,WR,PETDB-2801-E97-104
3682,-0.02,-91.546,49.39,3.01,0.77,10.45,11.93,5.86,WR,PETDB-2801-E97-105
3683,-0.02,-91.546,49.33,2.61,0.48,10.89,10.63,7.56,WR,PETDB-2801-E97-106
3684,-0.02,-91.546,49.2,3.32,0.79,10.96,12.07,5.07,WR,PETDB-2801-E97-111
3685,-0.02,-91.546,48.85,3.1,0.52,11.78,9.87,6.07,WR,PETDB-2801-E97-113
3686,-0.02,-91.546,48.9,2.96,0.58,10.43,10.49,9.08,WR,PETDB-2801-E97-114
3687,-0.02,-91.546,51.29,3.51,0.86,10.08,10.97,5.84,WR,PETDB-2801-E97-125
3688,-0.02,-91.546,49.75,3.71,0.96,9.66,11.5,5.2,WR,PETDB-2801-E97-127
3689,-0.02,-91.546,50.03,3.72,0.96,10.32,11.47,5.84,WR,PETDB-2801-E97-128
3690,-0.02,-91.546,49.27,3.61,0.95,10.3,11.81,5.53,WR,PETDB-2801-E97-130
3691,-0.02,-91.546,48.65,3.12,0.63,11.49,10.53,6.12,WR,PETDB-2801-E97-131
3692,-0.02,-91.546,47.37,2.83,0.49,9.81,10.86,10.74,WR,PETDB-2801-E97-134
3693,-0.02,-91.546,49.03,3.1,0.53,10.36,10.09,9.23,WR,PETDB-2801-E97-135
3694,-0.02,-91.546,48.96,3.81,0.67,10.72,10.12,6.42,WR,PETDB-2801-E97-136
3745,-0.02,-91.546,47.93,2.69,0.52,9.9,,10.9,WR,PETDB-2805-GI92-19
1223,0.0033,-91.5833,50.22,3.13,0.68,10.75,11.25,6.04,WR,PETDB-2801-E97-048
1261,0.008,-91.357,49.36,2.91,0.38,12.05,,6.07,WR,PETDB-2803-W95 25
3706,0.008,-91.357,49.21,3.25,0.52,10.88,,6.11,WR,PETDB-2803-W95 27
1263,-0.05,-91.41,48.97,3.26,0.56,10.75,,6.28,WR,PETDB-2803-W95 01
3721,-0.05,-91.41,48.67,3.2,0.57,10.56,,5.95,WR,PETDB-2803-W95 54
1264,0.02,-91.37,49.18,3.03,0.44,11.85,,6.4,WR,PETDB-2803-W95 03
1265,0.03,-91.33,49.13,3.44,0.57,10.87,,6.11,WR,PETDB-2803-W95 04
1266,0.0311,-91.323,48.51,3.19,0.54,10.92,,6.27,WR,PETDB-2803-W95 06
1267,0.0266,-91.3206,48.84,3.42,0.56,10.4,,5.69,WR,PETDB-2803-W95 07
1268,0.021,-91.319,49.53,3.45,0.58,10.69,,6.05,WR,PETDB-2803-W95 08
1269,-0.0058,-91.3514,48.62,2.99,0.51,11.2,,6.34,WR,PETDB-2803-W95 13
3701,-0.0058,-91.3514,48.92,3.25,0.6,10.39,,5.78,WR,PETDB-2803-W95 14
1270,-0.0055,-91.3395,49.36,3.38,0.6,10.42,,5.74,WR,PETDB-2803-W95 19
3704,-0.0055,-91.3395,49.35,3.62,0.63,10.18,,5.57,WR,PETDB-2803-W95 17
3705,-0.0055,-91.3395,48.95,3.28,0.57,10.9,,6.04,WR,PETDB-2803-W95 18
1271,0.003,-91.361,48.53,3.16,0.5,11.09,,6.26,WR,PETDB-2803-W95 20
1273,0.003,-91.361,48.52,2.95,0.4,11.92,,6.6,WR,PETDB-2803-W95 22
1274,0.003,-91.361,48.23,2.42,0.3,12.18,,6.21,WR,PETDB-2803-W95 23
1272,0.0032,-91.3612,48.69,3.24,0.54,10.6,,5.97,WR,PETDB-2803-W95 21
1275,0.006,-91.359,48.97,3.18,0.49,11.38,,4.9,WR,PETDB-2803-W95 24
1276,0.008,-91.3573,48.63,3.02,0.43,11.35,,6.18,WR,PETDB-2803-W95 26
1277,0.0086,-91.3568,49.15,3.22,0.5,11.03,,6.23,WR,PETDB-2803-W95 28
1278,0.012,-91.3539,48.75,3.01,0.44,11.84,,6.26,WR,PETDB-2803-W95 30
3707,0.012,-91.3539,49.31,3.16,0.49,11.48,,5.26,WR,PETDB-2803-W95 29
1279,0.0025,-91.3665,48.87,3.1,0.46,11.62,,5.72,WR,PETDB-2803-W95 32
1280,0.003,-91.367,49.23,3.35,0.56,10.65,,5.95,WR,PETDB-2803-W95 34
1281,0.003,-91.367,48.85,3.25,0.54,10.76,,6.02,WR,PETDB-2803-W95 35
3709,0.003,-91.367,49.0,2.95,0.41,11.84,,6.56,WR,PETDB-2803-W95 33
1282,0.003,-91.366,48.55,3.4,0.55,10.72,,6.0,WR,PETDB-2803-W95 37
1283,0.003,-91.366,48.96,3.27,0.49,11.13,,6.39,WR,PETDB-2803-W95 38
3710,0.003,-91.366,48.31,3.21,0.52,10.77,,6.0,WR,PETDB-2803-W95 36
1284,0.0172,-91.3642,49.09,3.29,0.66,10.41,,5.71,WR,PETDB-2803-W95 42
1285,0.017,-91.364,48.86,3.01,0.42,11.59,,6.12,WR,PETDB-2803-W95 44
3714,0.017,-91.364,48.96,3.16,0.57,10.69,,5.78,WR,PETDB-2803-W95 43
1286,0.0167,-91.3648,48.33,2.88,0.45,11.07,,6.02,WR,PETDB-2803-W95 46
3715,0.0167,-91.3648,49.75,3.55,0.81,9.36,,5.04,WR,PETDB-2803-W95 45
1287,0.016,-91.365,48.63,3.02,0.47,10.96,,6.06,WR,PETDB-2803-W95 47
1288,-0.042,-91.3885,49.04,3.27,0.63,10.35,,5.68,WR,PETDB-2803-W95 51
3719,-0.042,-91.3885,48.59,2.88,0.45,11.91,,6.07,WR,PETDB-2803-W95 52
1289,-0.06,-91.41,47.77,3.16,0.57,9.75,,7.28,WR,PETDB-2803-W95 61
1290,-0.06,-91.41,48.61,2.16,0.25,12.74,,9.5,WR,PETDB-2803-W95 62
3726,-0.06,-91.41,48.97,2.97,0.47,11.38,,6.42,WR,PETDB-2803-W95 59
3727,-0.06,-91.41,48.74,3.02,0.4,11.42,,4.69,WR,PETDB-2803-W95 60
1291,-0.08,-91.41,48.27,3.17,0.48,10.59,,5.57,WR,PETDB-2803-W95 63
1292,0.12,-91.42,49.12,3.22,0.5,11.59,,5.6,WR,PETDB-2803-W95 64
1293,0.12,-91.42,48.95,3.18,0.44,11.94,,4.86,WR,PETDB-2803-W95 66
1294,0.12,-91.42,48.68,3.5,0.57,10.45,,5.83,WR,PETDB-2803-W95 67
3728,0.12,-91.42,48.91,3.45,0.6,10.24,,5.72,WR,PETDB-2803-W95 65
1295,0.1386,-91.3742,49.12,3.32,0.49,10.8,,5.59,WR,PETDB-2803-W95 68
1296,0.1379,-91.3768,48.35,3.1,0.45,11.06,,5.38,WR,PETDB-2803-W95 69
1297,0.0803,-91.2933,49.27,2.92,0.42,11.79,,5.57,WR,PETDB-2803-W95 71
1298,0.0753,-91.2905,48.95,2.9,0.4,12.17,,5.4,WR,PETDB-2803-W95 72
1299,0.0753,-91.2905,48.93,3.51,0.65,9.63,,5.14,WR,PETDB-2803-W95 73
1300,0.0691,-91.2944,48.86,2.89,0.39,12.45,,5.75,WR,PETDB-2803-W95 74
1301,0.0608,-91.2913,48.86,3.22,0.54,10.91,,6.15,WR,PETDB-2803-W95 76
1302,0.1,-91.3,48.19,2.67,0.37,12.44,,7.05,WR,PETDB-2803-W95 78
3732,0.1,-91.3,49.35,3.44,0.6,10.39,,5.76,WR,PETDB-2803-W95 79
1303,0.09,-91.3,49.37,3.29,0.57,10.7,,6.06,WR,PETDB-2803-W95 80
1304,0.09,-91.3,49.73,3.23,0.54,10.85,,6.21,WR,PETDB-2803-W95 81
3733,0.09,-91.3,49.5,3.62,0.68,9.66,,5.21,WR,PETDB-2803-W95 82
1305,0.08,-91.3,48.77,3.23,0.51,10.99,,6.28,WR,PETDB-2803-W95 83
1306,0.08,-91.3,48.85,2.94,0.48,10.9,,7.91,WR,PETDB-2803-W95 84
1307,0.02,-91.22,48.97,3,0.43,11.54,,6.64,WR,PETDB-2803-W95 86
1313,-0.9,-91.42,48.73,2.82,0.46,12.51,,7.2,WR,PETDB-2805-CA90-15
1315,-0.9,-91.42,48.39,3.59,0.78,9.9,,5.31,WR,PETDB-2805-GI92-10
1320,-0.9,-91.42,47.97,2.59,0.41,12.67,,7.83,WR,PETDB-2805-SG93-01
1321,-0.9,-91.42,50.93,2.34,0.18,9.9,,11.84,WR,PETDB-2805-SG93-07
1322,-0.9,-91.42,49.08,3.44,0.78,10.24,,5.72,WR,PETDB-2805-SG93-12
3750,-0.9,-91.42,48.09,2.45,0.34,11.75,,10.2,WR,PETDB-2805-SG93-05
3751,-0.9,-91.42,48.89,3.23,0.66,11.28,,7.03,WR,PETDB-2805-SG93-08
3752,-0.9,-91.42,49.12,2.89,0.53,12.15,,6.85,WR,PETDB-2805-SG93-13
3753,-0.9,-91.42,48.88,2.78,0.52,12.5,,7.0,WR,PETDB-2805-SG93-15
1314,-0.83,-91.17,49.06,3.03,0.49,10.62,,5.99,WR,PETDB-2805-GI92-08
1324,-0.83,-91.17,49.4,3.19,0.55,10.42,,5.88,WR,PETDB-2805-SN91-05
1325,-0.83,-91.17,48.4,3.33,0.61,10.42,,5.68,WR,PETDB-2805-SN91-40
1326,-0.83,-91.17,48.97,2.85,0.5,10.59,,5.62,WR,PETDB-2805-SN91-60
3495,-0.83,-91.17,48.36,3.38,0.7,9.56,,5.08,WR,PETDB-2743-SN91-32
3743,-0.83,-91.17,49.33,2.86,0.44,11.19,,6.5,WR,PETDB-2805-GI92-05
3758,-0.83,-91.17,48.61,3.4,0.7,9.61,,5.11,WR,PETDB-2805-SN91-32
1316,-0.43,-91.12,49.64,2.91,0.5,10.82,,6.11,WR,PETDB-2805-GI92-16
1317,-0.18,-91.28,48.98,2.89,0.39,11.88,,5.65,WR,PETDB-2805-GI92-17
3744,-0.18,-91.28,48.8,2.64,0.32,12.39,,6.07,WR,PETDB-2805-GI92-18
1318,-0.62,-90.33,48.82,2.77,0.33,10.71,,9.72,WR,PETDB-2805-GI92-2A
3741,-0.62,-90.33,47.44,3.08,0.22,9.84,,10.55,WR,PETDB-2805-GI92-01
